object_id,y_real,y_pred,certainty
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/147_IfcDistributionControlElement.ply,0.0,6.0,0.9992383
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/180_IfcDistributionControlElement.ply,0.0,6.0,0.9999809
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/165_IfcDistributionControlElement.ply,0.0,6.0,0.99983406
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/146_IfcDistributionControlElement.ply,0.0,6.0,0.9698213
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/164_IfcDistributionControlElement.ply,0.0,6.0,0.99984175
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/157_IfcDistributionControlElement.ply,0.0,6.0,0.9998722
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/169_IfcDistributionControlElement.ply,0.0,6.0,0.9999942
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/173_IfcDistributionControlElement.ply,0.0,6.0,0.9999961
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/152_IfcDistributionControlElement.ply,0.0,6.0,1.0
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/172_IfcDistributionControlElement.ply,0.0,6.0,0.9999961
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/174_IfcDistributionControlElement.ply,0.0,6.0,0.99999803
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/154_IfcDistributionControlElement.ply,0.0,6.0,0.99901444
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/161_IfcDistributionControlElement.ply,0.0,6.0,0.9999942
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/167_IfcDistributionControlElement.ply,0.0,6.0,0.9999961
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/168_IfcDistributionControlElement.ply,0.0,6.0,0.9999961
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/163_IfcDistributionControlElement.ply,0.0,6.0,0.99999803
