Col0,Col1
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/18_IfcFlowTerminal.ply,393424.65408325195
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/223_IfcFlowTerminal.ply,291.96678094185575
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/24_IfcFlowTerminal.ply,-0.0034033170668408275
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/284_IfcFlowTerminal.ply,2178.9918749767044
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/250_IfcFlowTerminal.ply,7.070926044155688
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/232_IfcFlowTerminal.ply,7.012252368630776
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/323_IfcFlowTerminal.ply,5110.581038953891
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/45_IfcFlowTerminal.ply,0.13025862811503292
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/321_IfcFlowTerminal.ply,6499.65283635181
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/101_IfcFlowTerminal.ply,-0.01246663461991225
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/58_IfcFlowTerminal.ply,-0.00018784822635389137
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/241_IfcFlowTerminal.ply,-0.004239516798406839
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/140_IfcFlowTerminal.ply,-0.004548335506115109
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/88_IfcFlowTerminal.ply,-0.004070429859933481
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/132_IfcFlowTerminal.ply,-0.050763380314972135
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/7_IfcFlowTerminal.ply,-5.236811424597176
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/297_IfcFlowTerminal.ply,0.09571372588928846
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/268_IfcFlowTerminal.ply,0.20366807461679617
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/350_IfcFlowTerminal.ply,0.2448652295651529
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/42_IfcFlowTerminal.ply,0.11257722608345591
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/302_IfcFlowTerminal.ply,-1.2025159800697298
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/317_IfcFlowTerminal.ply,-0.025820996986311115
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/100_IfcFlowTerminal.ply,-0.015721201898604938
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/383_IfcFlowTerminal.ply,-0.010009785910369828
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/340_IfcFlowTerminal.ply,-0.0006904237883860453
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/279_IfcFlowTerminal.ply,-0.04714739807543955
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/190_IfcFlowTerminal.ply,-0.006480706710135564
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/351_IfcFlowTerminal.ply,-0.011671679635930826
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/6_IfcFlowTerminal.ply,-0.006534559117569172
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/332_IfcFlowTerminal.ply,-0.009528635285176296
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/336_IfcFlowTerminal.ply,0.06525798046691911
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/67_IfcFlowTerminal.ply,-0.6890733346931428
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/158_IfcFlowTerminal.ply,0.9182305096650554
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/386_IfcFlowTerminal.ply,-0.006665052569587715
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/1_IfcFlowTerminal.ply,-11584.89160308917
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/34_IfcFlowTerminal.ply,-0.017078668565093286
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/304_IfcFlowTerminal.ply,0.027216082857411467
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/54_IfcFlowTerminal.ply,-0.0007200154876484769
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/204_IfcFlowTerminal.ply,-0.10969722455792215
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/194_IfcFlowTerminal.ply,-0.01988645564415492
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/262_IfcFlowTerminal.ply,1.0449203743632594
/home/asalman/ifcwork/ifcworkspi2021/resources/BIMGEOMV1/raw/IfcFlowTerminal/train/90_IfcFlowTerminal.ply,1238.5900785012636
