object_id,y_real,y_pred,certainty
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/147_IfcDistributionControlElement.ply,0.0,6.0,0.614158
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/180_IfcDistributionControlElement.ply,0.0,6.0,0.99034894
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/165_IfcDistributionControlElement.ply,0.0,6.0,0.8565449
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/146_IfcDistributionControlElement.ply,0.0,12.0,0.8716043
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/164_IfcDistributionControlElement.ply,0.0,6.0,0.98174834
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/157_IfcDistributionControlElement.ply,0.0,6.0,0.9714763
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/169_IfcDistributionControlElement.ply,0.0,6.0,0.98764765
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/173_IfcDistributionControlElement.ply,0.0,6.0,0.97504526
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/152_IfcDistributionControlElement.ply,0.0,6.0,0.9788904
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/172_IfcDistributionControlElement.ply,0.0,6.0,0.9201517
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/174_IfcDistributionControlElement.ply,0.0,6.0,0.9439361
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/154_IfcDistributionControlElement.ply,0.0,6.0,0.99391973
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/161_IfcDistributionControlElement.ply,0.0,6.0,0.88697386
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/167_IfcDistributionControlElement.ply,0.0,6.0,0.9350115
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/168_IfcDistributionControlElement.ply,0.0,6.0,0.992305
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/163_IfcDistributionControlElement.ply,0.0,6.0,0.98271877
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/166_IfcDistributionControlElement.ply,0.0,6.0,0.900279
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/144_IfcDistributionControlElement.ply,0.0,0.0,0.30254796
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/179_IfcDistributionControlElement.ply,0.0,6.0,0.9916617
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/145_IfcDistributionControlElement.ply,0.0,6.0,0.9475989
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/178_IfcDistributionControlElement.ply,0.0,0.0,0.9840581
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/149_IfcDistributionControlElement.ply,0.0,0.0,0.97558373
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/176_IfcDistributionControlElement.ply,0.0,6.0,0.89734185
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/150_IfcDistributionControlElement.ply,0.0,6.0,0.87699395
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/156_IfcDistributionControlElement.ply,0.0,6.0,0.98824126
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/159_IfcDistributionControlElement.ply,0.0,6.0,0.9182793
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/153_IfcDistributionControlElement.ply,0.0,6.0,0.9936061
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/170_IfcDistributionControlElement.ply,0.0,6.0,0.95719516
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/177_IfcDistributionControlElement.ply,0.0,3.0,0.60027957
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/160_IfcDistributionControlElement.ply,0.0,6.0,0.98261946
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/155_IfcDistributionControlElement.ply,0.0,6.0,0.9370834
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/175_IfcDistributionControlElement.ply,0.0,6.0,0.8638348
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/171_IfcDistributionControlElement.ply,0.0,6.0,0.9975425
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/158_IfcDistributionControlElement.ply,0.0,6.0,0.98653406
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/148_IfcDistributionControlElement.ply,0.0,0.0,0.91871333
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/162_IfcDistributionControlElement.ply,0.0,6.0,0.90779907
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/151_IfcDistributionControlElement.ply,0.0,6.0,0.86911666
../resources/BIMGEOMV1/raw/IfcFlowController/test/172_IfcFlowController.ply,1.0,0.0,0.96886307
../resources/BIMGEOMV1/raw/IfcFlowController/test/167_IfcFlowController.ply,1.0,6.0,0.97106373
../resources/BIMGEOMV1/raw/IfcFlowController/test/145_IfcFlowController.ply,1.0,0.0,0.9649487
../resources/BIMGEOMV1/raw/IfcFlowController/test/155_IfcFlowController.ply,1.0,6.0,0.9056369
../resources/BIMGEOMV1/raw/IfcFlowController/test/165_IfcFlowController.ply,1.0,6.0,0.48446572
../resources/BIMGEOMV1/raw/IfcFlowController/test/148_IfcFlowController.ply,1.0,6.0,0.4615845
../resources/BIMGEOMV1/raw/IfcFlowController/test/153_IfcFlowController.ply,1.0,6.0,0.8126016
../resources/BIMGEOMV1/raw/IfcFlowController/test/142_IfcFlowController.ply,1.0,6.0,0.94364357
../resources/BIMGEOMV1/raw/IfcFlowController/test/163_IfcFlowController.ply,1.0,6.0,0.931687
../resources/BIMGEOMV1/raw/IfcFlowController/test/154_IfcFlowController.ply,1.0,0.0,0.9504439
../resources/BIMGEOMV1/raw/IfcFlowController/test/170_IfcFlowController.ply,1.0,6.0,0.8280177
../resources/BIMGEOMV1/raw/IfcFlowController/test/166_IfcFlowController.ply,1.0,0.0,0.65140283
../resources/BIMGEOMV1/raw/IfcFlowController/test/150_IfcFlowController.ply,1.0,0.0,0.46441647
../resources/BIMGEOMV1/raw/IfcFlowController/test/151_IfcFlowController.ply,1.0,12.0,0.7728938
