object_id,y_real,y_pred,certainty
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/147_IfcDistributionControlElement.ply,0.0,6.0,0.7917353
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/180_IfcDistributionControlElement.ply,0.0,6.0,0.97878027
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/165_IfcDistributionControlElement.ply,0.0,6.0,0.58837444
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/146_IfcDistributionControlElement.ply,0.0,12.0,0.8139861
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/164_IfcDistributionControlElement.ply,0.0,6.0,0.71119654
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/157_IfcDistributionControlElement.ply,0.0,6.0,0.63306516
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/169_IfcDistributionControlElement.ply,0.0,6.0,0.8247876
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/173_IfcDistributionControlElement.ply,0.0,6.0,0.507994
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/152_IfcDistributionControlElement.ply,0.0,6.0,0.8021964
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/172_IfcDistributionControlElement.ply,0.0,6.0,0.6726304
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/174_IfcDistributionControlElement.ply,0.0,6.0,0.56950605
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/154_IfcDistributionControlElement.ply,0.0,6.0,0.9057392
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/161_IfcDistributionControlElement.ply,0.0,12.0,0.46698487
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/167_IfcDistributionControlElement.ply,0.0,6.0,0.5809033
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/168_IfcDistributionControlElement.ply,0.0,6.0,0.7664404
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/163_IfcDistributionControlElement.ply,0.0,6.0,0.775901
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/166_IfcDistributionControlElement.ply,0.0,6.0,0.4951537
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/144_IfcDistributionControlElement.ply,0.0,4.0,0.3998257
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/179_IfcDistributionControlElement.ply,0.0,6.0,0.8813913
