object_id,y_real,y_pred,certainty
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/147_IfcDistributionControlElement.ply,0.0,11.0,0.35072026
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/180_IfcDistributionControlElement.ply,0.0,9.0,0.51141876
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/165_IfcDistributionControlElement.ply,0.0,0.0,0.7290278
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/146_IfcDistributionControlElement.ply,0.0,2.0,0.6059961
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/164_IfcDistributionControlElement.ply,0.0,2.0,0.521362
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/157_IfcDistributionControlElement.ply,0.0,2.0,0.90029067
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/169_IfcDistributionControlElement.ply,0.0,0.0,0.98185885
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/173_IfcDistributionControlElement.ply,0.0,3.0,0.97457063
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/152_IfcDistributionControlElement.ply,0.0,0.0,0.5711873
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/172_IfcDistributionControlElement.ply,0.0,0.0,0.9995071
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/174_IfcDistributionControlElement.ply,0.0,0.0,0.9764401
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/154_IfcDistributionControlElement.ply,0.0,4.0,0.999938
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/161_IfcDistributionControlElement.ply,0.0,0.0,0.9986248
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/167_IfcDistributionControlElement.ply,0.0,0.0,0.99623346
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/168_IfcDistributionControlElement.ply,0.0,0.0,0.9986057
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/163_IfcDistributionControlElement.ply,0.0,0.0,0.9979493
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/166_IfcDistributionControlElement.ply,0.0,0.0,0.85923284
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/144_IfcDistributionControlElement.ply,0.0,1.0,0.9870074
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/179_IfcDistributionControlElement.ply,0.0,0.0,0.9009764
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/145_IfcDistributionControlElement.ply,0.0,0.0,0.9958706
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/178_IfcDistributionControlElement.ply,0.0,2.0,0.99712217
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/149_IfcDistributionControlElement.ply,0.0,1.0,0.45682436
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/176_IfcDistributionControlElement.ply,0.0,0.0,0.97207046
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/150_IfcDistributionControlElement.ply,0.0,0.0,0.5224681
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/156_IfcDistributionControlElement.ply,0.0,0.0,0.9967713
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/159_IfcDistributionControlElement.ply,0.0,0.0,0.99991417
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/153_IfcDistributionControlElement.ply,0.0,0.0,0.5507686
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/170_IfcDistributionControlElement.ply,0.0,0.0,0.9715412
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/177_IfcDistributionControlElement.ply,0.0,0.0,0.99995613
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/160_IfcDistributionControlElement.ply,0.0,0.0,0.911952
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/155_IfcDistributionControlElement.ply,0.0,0.0,0.8527467
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/175_IfcDistributionControlElement.ply,0.0,0.0,0.7904509
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/171_IfcDistributionControlElement.ply,0.0,0.0,0.9986858
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/158_IfcDistributionControlElement.ply,0.0,0.0,0.5813428
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/148_IfcDistributionControlElement.ply,0.0,1.0,0.5487779
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/162_IfcDistributionControlElement.ply,0.0,0.0,0.99996465
../resources/BIMGEOMV1/raw/IfcDistributionControlElement/test/151_IfcDistributionControlElement.ply,0.0,0.0,0.97169787
../resources/BIMGEOMV1/raw/IfcFlowController/test/172_IfcFlowController.ply,1.0,1.0,0.7997347
../resources/BIMGEOMV1/raw/IfcFlowController/test/167_IfcFlowController.ply,1.0,1.0,0.3666728
../resources/BIMGEOMV1/raw/IfcFlowController/test/145_IfcFlowController.ply,1.0,1.0,0.9942004
../resources/BIMGEOMV1/raw/IfcFlowController/test/155_IfcFlowController.ply,1.0,1.0,0.9994146
../resources/BIMGEOMV1/raw/IfcFlowController/test/165_IfcFlowController.ply,1.0,1.0,0.99999905
../resources/BIMGEOMV1/raw/IfcFlowController/test/148_IfcFlowController.ply,1.0,1.0,0.99999714
../resources/BIMGEOMV1/raw/IfcFlowController/test/153_IfcFlowController.ply,1.0,1.0,0.99999523
../resources/BIMGEOMV1/raw/IfcFlowController/test/142_IfcFlowController.ply,1.0,1.0,0.97369134
../resources/BIMGEOMV1/raw/IfcFlowController/test/163_IfcFlowController.ply,1.0,1.0,0.99841243
../resources/BIMGEOMV1/raw/IfcFlowController/test/154_IfcFlowController.ply,1.0,1.0,0.7848921
../resources/BIMGEOMV1/raw/IfcFlowController/test/170_IfcFlowController.ply,1.0,12.0,0.9599242
../resources/BIMGEOMV1/raw/IfcFlowController/test/166_IfcFlowController.ply,1.0,1.0,0.9821796
